DATAFLOW,MEASURE: Type of Visa,MIGRATIONTYPE: Migration Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment,REPYEAREND: Reporting Year End Day
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,6: Tasmania,A: Annual,2016,720,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,6: Tasmania,A: Annual,2017,1070,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,6: Tasmania,A: Annual,2018,1050,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,6: Tasmania,A: Annual,2019,1300,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,6: Tasmania,A: Annual,2020,1060,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,6: Tasmania,A: Annual,2021,260,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,6: Tasmania,A: Annual,2022,940,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2012,360,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2013,410,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2014,420,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2015,300,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2016,270,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2017,280,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2018,210,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2019,180,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2020,130,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2021,80,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,7: Northern Territory,A: Annual,2022,230,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2012,34770,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2013,35230,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2014,35510,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2015,32050,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2016,31590,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2017,29680,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2018,26280,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2019,24290,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2020,20300,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2021,15650,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),10: Permanent visa - Family,1: NOM arrivals,AUS: Australia,A: Annual,2022,24790,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2012,76070,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2013,77100,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2014,72180,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2015,71680,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2016,75800,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2017,79280,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2018,77160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2019,78900,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2020,96410,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2021,61370,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,AUS: Australia,A: Annual,2022,61160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2012,30,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2013,30,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2014,30,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2015,40,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2016,30,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2017,30,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2018,50,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2019,40,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2020,60,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2021,20,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),15: Permanent visa - Other permanent visas,1: NOM arrivals,6: Tasmania,A: Annual,2022,40,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2012,4040,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2013,4130,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2014,1740,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2015,1450,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2016,1440,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2017,1690,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2018,950,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2019,940,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2020,740,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2021,320,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,1: New South Wales,A: Annual,2022,620,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2012,3010,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2013,4030,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2014,560,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2015,610,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2016,760,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2017,750,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2018,440,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2019,470,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2020,450,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2021,90,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),17: Other Visas,1: NOM arrivals,2: Victoria,A: Annual,2022,590,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2012,5750,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2013,5600,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2014,7110,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2015,7110,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2016,7930,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2017,8950,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2018,9020,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2019,8950,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2020,6670,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2021,130,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,2: Victoria,A: Annual,2022,6210,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2012,1480,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2013,1490,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2014,1900,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2015,1720,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2016,1640,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2017,1510,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2018,1520,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2019,1520,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2020,1330,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2021,30,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,4: South Australia,A: Annual,2022,1200,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2012,6620,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2013,6600,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2014,5760,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2015,6040,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2016,6860,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2017,7550,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2018,7160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2019,8530,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2020,12050,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2021,810,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,5: Western Australia,A: Annual,2022,3340,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2012,510,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2013,580,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2014,600,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2015,600,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2016,650,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2017,710,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2018,640,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2019,930,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2020,1060,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2021,70,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),6: Temporary visa - Visitor,1: NOM arrivals,7: Northern Territory,A: Annual,2022,380,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2012,7100,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2013,7220,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2014,7330,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2015,7480,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2016,8490,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2017,10120,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2018,12320,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2019,13410,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2020,18680,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2021,10390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,AUS: Australia,A: Annual,2022,27960,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2012,24150,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2013,24890,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2014,26930,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2015,27660,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2016,28150,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2017,33640,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2018,28270,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2019,27030,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2020,21780,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2021,9000,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,2: Victoria,A: Annual,2022,22110,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2012,87690,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2013,86760,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2014,94350,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2015,91490,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2016,90590,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2017,106200,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2018,87910,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2019,85390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2020,70890,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2021,36950,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),9: Permanent visa - Total,1: NOM arrivals,AUS: Australia,A: Annual,2022,67900,PSNS: Persons,,,30-6: Year Ending 30 June
